Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice_LassoModel_Predicted
2209,20,RL,56.0,26073,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,,MnPrv,,0,4,2008,WD,Normal,223308.18956923956
2210,160,RM,24.0,1879,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,150.0,516.0,GasA,TA,Y,SBrkr,516,516,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,462.0,TA,TA,Y,213,0,0,0,0,0,,GdPrv,,0,12,2008,WD,Normal,114891.86609992303
2211,30,RM,50.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,299.0,GLQ,40.0,555.0,894.0,GasA,TA,Y,SBrkr,919,0,0,919,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1.0,195.0,TA,TA,P,0,0,116,0,0,0,,MnPrv,,0,7,2008,WD,Normal,119902.28195362835
2212,50,RM,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,Gd,Y,SBrkr,760,330,0,1090,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,121711.12104880839
2213,50,RM,58.0,8155,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,Y,FuseA,780,420,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,Y,0,0,96,0,0,0,,,,0,7,2008,WD,Normal,103757.70572954896
2214,80,RM,75.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,0.0,367.0,624.0,GasA,Ex,Y,SBrkr,1092,564,0,1656,0.0,0.0,1,1,3,1,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0,180,0,0,100,0,,MnPrv,,0,7,2008,WD,Normal,150516.61802243604
2215,30,RM,60.0,7392,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,TA,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1934.0,RFn,1.0,360.0,TA,TA,Y,0,90,0,0,0,0,,,,0,5,2008,WD,Normal,101109.61568827543
2216,50,RM,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,Gd,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Attchd,1958.0,Fin,1.0,356.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2008,WD,Normal,154393.15366505893
2217,20,,80.0,14584,Pave,,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,,0.0,Fa,Po,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Po,N,FuseA,733,0,0,733,0.0,0.0,1,0,2,1,Fa,4,,0,,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0,0,0,0,0,0,,,,0,2,2008,WD,Abnorml,45811.83103152373
2218,70,C (all),60.0,5280,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825,536,0,1361,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,0,,,,0,7,2008,WD,Normal,94462.34926364891
2219,50,C (all),52.0,5150,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,,TA,No,Unf,0.0,Unf,0.0,356.0,356.0,GasA,TA,N,FuseA,671,378,0,1049,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1910.0,Unf,1.0,195.0,Po,Fa,N,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,84776.90062206131
2220,70,C (all),60.0,9000,Grvl,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,592.0,GasA,Ex,Y,SBrkr,432,432,0,864,0.0,0.0,1,1,3,1,Fa,5,Min2,0,,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa,N,0,30,160,0,0,0,,,,0,6,2008,WD,Normal,52277.41766846989
2221,120,RM,44.0,3843,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,Y,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2007.0,Fin,2.0,525.0,TA,TA,Y,162,53,0,153,0,0,,,,0,8,2008,New,Partial,342032.7454027082
2222,120,RM,44.0,3811,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,0.0,120.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,128,53,0,0,155,0,,,,0,7,2008,WD,Normal,307562.0405459894
2223,20,RL,,23730,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,GasA,Ex,Y,SBrkr,2032,0,0,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,,Attchd,1996.0,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,0,0,,,,0,9,2008,WD,Normal,285121.51166535245
2224,60,RL,,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,910.0,GasA,Ex,Y,SBrkr,910,910,0,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,318,32,0,0,0,0,,,,0,9,2008,WD,Normal,211732.80878775142
2225,90,RL,76.0,10260,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,TA,8,Typ,0,,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD,Abnorml,137616.91757223316
2226,20,RL,74.0,9990,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1383.0,Unf,0.0,297.0,1680.0,GasA,Gd,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2.0,432.0,TA,TA,Y,428,120,0,0,0,0,,,,0,7,2008,WD,Normal,186085.17267627278
2227,120,RL,42.0,4084,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,893.0,Unf,0.0,384.0,1277.0,GasA,Gd,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,Fin,2.0,512.0,TA,TA,Y,240,0,0,0,0,0,,,,0,7,2008,WD,Normal,197307.19011991596
2228,20,RL,74.0,11563,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1036.0,Unf,0.0,482.0,1518.0,GasA,Ex,Y,SBrkr,1537,0,0,1537,1.0,0.0,2,0,3,1,Gd,8,Typ,0,,Attchd,2007.0,Fin,3.0,788.0,TA,TA,Y,0,26,0,0,0,0,,,,0,4,2008,WD,Normal,285678.66367550456
2229,60,RL,107.0,12852,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,Y,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,612.0,TA,TA,Y,0,192,0,0,0,0,,,,0,1,2008,New,Partial,241774.55838099707
2230,80,RL,73.0,9802,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,352.0,352.0,GasA,Gd,Y,SBrkr,712,730,0,1442,0.0,0.0,2,1,3,1,TA,6,Typ,0,,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,,,,0,4,2008,WD,Normal,156153.34473801608
2231,60,RL,81.0,12018,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,796,816,0,1612,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,3.0,666.0,TA,TA,Y,0,64,0,0,0,0,,,,0,10,2008,New,Partial,211063.29984385974
2232,20,RL,75.0,12890,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1495.0,1495.0,GasA,Ex,Y,SBrkr,1495,0,0,1495,0.0,0.0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1989.0,Unf,2.0,438.0,TA,TA,Y,252,0,192,0,0,0,,,,0,7,2008,WD,Normal,170255.87253506656
2233,20,RL,93.0,18265,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,Rec,60.0,276.0,1256.0,GasA,Ex,Y,SBrkr,1256,0,0,1256,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1986.0,Unf,2.0,578.0,TA,TA,Y,282,0,0,0,0,0,,,,0,3,2008,WD,Normal,171623.57459849966
2234,20,RL,82.0,11202,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1029.0,Unf,0.0,403.0,1432.0,GasA,Ex,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,467.0,TA,TA,Y,185,95,0,0,0,0,,,,0,6,2008,WD,Normal,252167.2737187013
2235,20,RL,,7915,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1223.0,Unf,0.0,443.0,1666.0,GasA,Ex,Y,SBrkr,1675,0,0,1675,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2.0,435.0,TA,TA,Y,165,52,0,0,0,0,,,,0,12,2008,WD,Normal,242837.7614292698
2236,20,RL,79.0,11449,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1011.0,Unf,0.0,873.0,1884.0,GasA,Ex,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,2.0,520.0,TA,TA,Y,0,276,0,0,0,0,,,,0,1,2008,WD,Normal,240553.96150495592
2237,20,RL,85.0,11447,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,0.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964,0,0,1964,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,892.0,TA,TA,Y,0,265,0,0,0,0,,,,0,6,2008,WD,Normal,301753.6896327257
2238,90,RM,97.0,8940,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD,Alloca,216940.44128326667
2239,20,RL,77.0,9278,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,0,52,0,0,0,0,,,,0,2,2008,WD,Abnorml,123252.13737615915
2240,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,TA,4,Typ,0,,Attchd,1997.0,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,0,0,,,,0,4,2008,WD,Normal,173189.24993380223
2241,85,RL,150.0,14137,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,TA,CBlock,Gd,TA,Av,ALQ,865.0,LwQ,247.0,88.0,1200.0,GasA,Gd,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,0,3,1,TA,6,Typ,0,,2Types,1964.0,Fin,3.0,850.0,TA,TA,Y,0,119,0,0,171,0,,,,0,11,2008,ConLD,Normal,132909.4834937615
2242,120,RM,,4224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,769.0,Unf,0.0,271.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1975.0,Unf,2.0,499.0,TA,TA,Y,0,100,0,0,0,0,,,,0,6,2008,WD,Normal,120012.82818663177
2243,160,RM,41.0,2665,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,0.0,232.0,550.0,GasA,TA,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,92,26,0,0,0,0,,,,0,5,2008,WD,Normal,133858.32235492574
2244,180,RM,21.0,1974,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,501.0,Unf,0.0,25.0,526.0,GasA,Gd,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,RFn,1.0,297.0,TA,TA,Y,120,101,0,0,0,0,,,,0,6,2008,WD,Normal,100330.00867123183
2245,180,RM,21.0,1596,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,437.0,Unf,0.0,25.0,462.0,GasA,TA,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,1,1,TA,4,Typ,1,Po,BuiltIn,1973.0,RFn,1.0,297.0,TA,TA,Y,0,101,0,120,0,0,,GdWo,,0,7,2008,WD,Normal,114772.11054542172
2246,20,RL,,17979,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,0.0,328.0,1113.0,GasA,Ex,Y,SBrkr,1160,0,0,1160,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1968.0,Unf,1.0,257.0,TA,TA,Y,81,0,0,0,0,0,,GdWo,Shed,500,2,2008,WD,Normal,142016.2893820228
2247,160,RM,21.0,1477,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,358.0,Unf,0.0,188.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,2,1,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,Y,187,0,0,0,0,0,,,,0,3,2008,WD,Normal,119073.92289948338
2248,20,RL,59.0,6490,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,0.0,282.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,2,1,TA,4,Typ,0,,Attchd,1983.0,Unf,1.0,264.0,TA,TA,Y,315,0,0,0,0,0,,GdWo,,0,4,2008,WD,Normal,123644.5639395768
2249,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,Gd,Y,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,115035.07021005114
2250,20,RL,74.0,12395,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,647.0,Unf,0.0,217.0,864.0,GasA,TA,Y,SBrkr,889,0,0,889,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1984.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,124230.59025681067
2251,70,,,56600,Pave,,IR1,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Ex,Y,SBrkr,1150,686,0,1836,0.0,0.0,2,0,4,1,TA,7,Maj1,0,,Detchd,1900.0,Unf,1.0,288.0,TA,Fa,N,0,0,0,0,0,0,,,,0,1,2008,WD,Normal,117841.01273139837
2252,20,RL,85.0,10667,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,TA,TA,CBlock,TA,TA,No,BLQ,838.0,Unf,0.0,749.0,1587.0,GasA,TA,Y,SBrkr,1587,0,0,1587,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1971.0,Unf,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,,,,0,3,2007,WD,Normal,174479.37652439385
2253,80,RL,56.0,8872,Pave,,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,754,630,0,1384,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1997.0,Fin,2.0,390.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,159791.2073733593
2254,80,RL,,10147,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,LwQ,186.0,Unf,0.0,206.0,392.0,GasA,Gd,Y,SBrkr,924,770,0,1694,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1994.0,Fin,2.0,398.0,TA,TA,Y,256,64,0,0,0,0,,MnPrv,,0,3,2007,WD,Normal,180138.42136682486
2255,60,RL,,8637,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,871.0,Unf,0.0,52.0,923.0,GasA,Gd,Y,SBrkr,947,767,0,1714,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,451.0,TA,TA,Y,256,48,0,0,0,0,,,,0,4,2007,WD,Abnorml,191362.1051107382
2256,60,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,Rec,414.0,Unf,0.0,277.0,691.0,GasA,Gd,Y,SBrkr,691,862,0,1553,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,1996.0,Fin,2.0,420.0,TA,TA,Y,0,44,0,0,0,0,,,,0,8,2007,WD,Normal,183140.32407048618
2257,60,RL,60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,957,1342,0,2299,0.0,0.0,3,1,5,1,TA,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,482.0,TA,TA,Y,188,30,0,0,0,0,,,,0,8,2007,WD,Normal,216251.74148075643
